CAP;Comune;Abitanti;Denominazione;Indirizzo;Proprieta;ComplessoSportivo;CodiceTipologiaImpianto;ImpiantoCoperto: Si/No;Lunghezza;Larghezza;Altezza;ProfonditaMinima(Piscina);ProfonditaMassima(Piscina);SpogliatoiAtleti;ServiziDiversamenteAbili;SpogliatogliArbitri;NumeroSpettatori;ServiziIgieniciSpettatori;ServiziIgieniciSpettatoriDiversamenteAbili;AdeguatoNormeDiSicurezza;Illuminazione;Parcheggi;RealizzatoFunzionante: Si/No;RealizzatoFunzionanteOmologato: Si/No
;;;Polivalente;Località Coste;COMUNE;;180;;;;;;;;;;;;;;;;;
83046;LACEDONIA;2.780;Campo tennis;Rione M. Bianchi;COMUNE;;40;No;45;27;;;;Si;;Si;300;Si;Si;;Si;;;Si
;;;Palestra comunale;Rione M. Bianchi;COMUNE;;190;No;25;13;7,2;;;Si;;;200;;;Si;Si;Si;;No
;;;Campo calcio;Rione Serre;COMUNE;;30;No;100;52;;;;Si;;Si;700;;;;;Si;;No
83030;LAPIO;2.050;Campo calcio;Via Fratte Cerreto;COMUNE;;30;No;97;60;;;;Si;;Si;;;;Si;Si;;;No
;;;Palestra;Via Carmine;COMUNE;Si;190;Si;30;25;6;;;Si;;Si;;;;;Si;;;No
83025;LAURO;2.800;Palestra S.M.  B. Croce;Via P. Amodeo;COMUNE;Si;190;Si;16;9;6;;;Si;;Si;;Si;;;Si;;;No
;;;Bocc.Patt. Calcetto;Via M. Cassese;COMUNE;Si;180;Si;36;18;;;;;;;;Si;;;Si;;;No
83025;LIONI;5.900;Campo calcio;Via U. Foscolo;COMUNE;;30;No;108;60;;;;Si;;Si;1.000;Si;;;Si;Si;;Si
;;;CALCIO A 5;Via del Parco;COMUNE;;40;No;40;20;;;;Si;;Si;500;;;;Si;Si;;No
;;;Palestra;Via Ronca;COMUNE;Si;190;Si;40;21;7;;;Si;;Si;;;;Si;Si;;;No
;;;Palazzetto dello Sport;Via del Parco;COMUNE;Si;150;Si;32;18;7,5;;;;;;;;;;;;;
83040;LUOGOSANO;1.280;Campo Sportivo;Via Santa Vara;COMUNE;;30;No;100;60;;;;Si;;Si;;;;Si;Si;;;No
;;;Polivalente;Via Santa Vara;COMUNE;;180;;;;;;;;;;;;;;;;;
;;;Polivalente coperto;Via F. de Sanctis   ;COMUNE;;180;;;;;;;;;;;;;;;;;
;;;Campo calcio;Via Provinciale S. Barbato;COMUNE;;30;No;100;60;;;;Si;;Si;;;;;;;;No
;;;Palestra scolastica;Via Gradoni;COMUNE;Si;190;Si;28;15;7;;;;;;;;;Si;Si;Si;;No
;MANOCALZATI;;;;;;;;;;;;;;;;;;;;;;;
;;;Tennis;Via Gradoni;COMUNE;;320;;;;;;;;;;;;;;;;;
;;;Calcio a 5;Via Ortale;COMUNE;;40;;;;;;;;;;;;;;;;;
;;;Campo di Calcio;Prov. S. Barbato;COMUNE;;30;;;;;;;;;;;;;;;;;
;;;Palestra Scolastica;Gradoni;COMUNE;;190;;;;;;;;;;;;;;;;;
83020;MARZANO DI NOLA;1.450;Campoi calcio;Via Fravita Fossato ;COMUNE;;30;No;100;50;;;;Si;;Si;;;Si;Si;;;;Si
83030;MELITO IRP.;2.100;Campo calcio;Viale della Rinascita;COMUNE;;30;No;100;80;;;;Si;;Si;500;;;;Si;Si;;No
83013;MERCOGLIANO;6.500;Piscina;Via Marcone;COMUNE;;200;Si;25;15;7;2,5;1,8;Si;;Si;;Si;Si;;Si;Si;;Si
;;;Palestra;Via Marcone;COMUNE;Si;190;Si;30;20;9;;;;;;;Si;;Si;Si;Si;;Si
;;;Pol. Starze Palestra;Via Stanislao Sibilia;COMUNE;Si;190;Si;24;15,5;7,8;;;Si;;Si;175;Si;Si;Si;Si;Si;;Si
;;;Pol. Calcetto  Sintetico;Via Stanislao Sibilia;COMUNE;Si;40;No;54;44;;;;Si;;Si;1.000;Si;Si;Si;Si;Si;;Si
;;;Pol. Le Calc. Terra Battuta;Via Stanislao Sibilia;COMUNE;;40;No;56;26;;;;Si;;Si;1.000;Si;Si;Si;;Si;;Si
;;;Pol. Loc. Starze Campetto Pl.;Via Stanislao Sibilia;COMUNE;;40;No;30;16;;;;Si;;Si;1.000;Si;;;;Si;;Si
;;;Pol. Loc. Starze - Bocce;Via Stanislao Sibilia;COMUNE;;60;Si;28;4,2;5,3;;;Si;;Si;200;Si;Si;Si;Si;Si;;Si
;;;Pol. Loc. Starze - Bocce;Via Stanislao Sibilia;COMUNE;;60;No;28;4;;;;Si;;Si;1.000;Si;Si;Si;Si;Si;;Si
;;;Pol. Loc. Starze 2 tennis;Via Stanislao Sibilia;COMUNE;;320;Si;39;35;;;;Si;;Si;500;Si;Si;Si;Si;Si;;Si
;;;Pol. Loc. Starze Pattinaggio;Via Stanislao Sibilia;COMUNE;;111;No;72;32;;;;Si;;Si;;Si;Si;Si;Si;Si;;Si
;;;Polifunzionale ;Via Stanislao Sibilia;COMUNE;;190;Si;40;6;3,2;;;Si;;Si;500;Si;Si;Si;Si;Si;;Si
;;;Calcetto;Via Provinciale Pennini;COMUNE;;40;Si;40;15;;;;Si;;;100;Si;;Si;Si;Si;;No
;;;Campi tennis 2;Viale S. Modestino;COMUNE;Si;320;No;40;15;3,2;;;Si;;Si;500;Si;;Si;Si;Si;;No
;;;Pol. Loc. Starze 2 tennis;Via Nazionale;COMUNE;Si;320;No;36;32;;;;Si;;Si;500;Si;Si;Si;Si;Si;;Si
83036;MIRABELLA ECLANO;8.100;Palestra scolastica;Via S. Angelo;COMUNE;Si;190;No;30;20;;;;Si;;Si;150;Si;;Si;Si;Si;;Si
;;;Polivalente;Via Variante;COMUNE;Si;180;No;18;26;;;;Si;;;150;;;;Si;;;No
83030;MONTAGUTO;910;Campo calcio;SPN 26 Orsara di Puglia;COMUNE;;30;No;110;60;;;;Si;;Si;500;Si;Si;Si;;;;No
83037;MONTECALVO IRP.;5.050;Polivalente;Via S. Antonio;COMUNE;Si;180;No;50;30;;;;Si;;Si;400;;;Si;Si;Si;;Si
;;;Campo calcio;Loc. Fontanelle;COMUNE;;30;No;90;50;;;;Si;;Si;500;;;Si;;Si;;Si
;;;Campo calcio;Rampa Pascoli;COMUNE;;30;No;110;60;;;;Si;;Si;2.000;Si;;Si;Si;Si;;Si
;;;Pista Karting;Loc. Fontanelle;COMUNE;Si;180;No;40;30;;;;Si;;Si;;Si;Si;;Si;Si;;No
;;;Palestra;Via Roma;COMUNE;Si;190;Si;35;20;7;;;Si;;Si;500;;;Si;Si;Si;;Si
83030;MONTEFALCIONE;5.100;Campo tennis;Via Comone;COMUNE;;320;No;36;18;;;;Si;;Si;200;;;Si;Si;Si;;No
;;;Palestra interscolastica;Via Aldo Moro;COMUNE;Si;190;Si;50;25;7,5;;;Si;;Si;150;Si;Si;Si;Si;Si;;No
;;;Calcetto;Via Comone;COMUNE;;40;No;45;25;;;;Si;;;500;;;Si;Si;Si;;No
;;;Campo calcio;Via Comone;COMUNE;;30;No;100;60;;;;Si;;Si;1.200;Si;Si;Si;;Si;;Si
83024;MONTEFORTE IRP.;4.750;Palestra scolastica;Via Nazionale;COMUNE;Si;190;Si;20;12;6,4;;;Si;;Si;20;;;Si;Si;;;No
;;;Campo calcio;Via Nazionale;COMUNE;;30;No;100;60;;;;Si;;Si;100;Si;;;;Si;;No
;;;Pallacanestro;Via Nazionale;COMUNE;;150;No;26;15;;;;;;;10;;;;;;;No
;;;Tennis;Via Nazionale;COMUNE;;320;No;36;18;;;;;;;30;;;;Si;Si;;No
;;;Palestra;P.zza Aurigemma;COMUNE;Si;190;Si;17;10;;;;Si;;;30;Si;;;Si;Si;;No
83030;MONTEFREDANE;2.250;Campo calcetto;Via Alimata;COMUNE;;40;No;60;30;;;;Si;;Si;150;;;;;Si;;No
;;;Hokey e pattinaggio;Via S. Lucia Arcella;COMUNE;;111;No;40;20;;;;Si;;Si;150;Si;Si;;;Si;;No
;;;Campo calcio;Via Fratte;COMUNE;;30;No;100;55;;;;Si;;Si;300;Si;Si;Si;Si;Si;;No
;;;Polivalente;Via Roma;COMUNE;Si;180;No;45;25;;;;Si;;Si;300;Si;Si;;Si;Si;;No
83030;MONTEFUSCO;4.760;Campo sportivo;Via S. Egidio;COMUNE;;30;No;90;50;;;;Si;;Si;;Si;;;;Si;;No
;;;Campo tennis;Via S. Egidio;COMUNE;;320;;;;;;;;;;;;;;;;;
;;;Polivalente;Via S. Egidio;COMUNE;;180;;;;;;;;;;;;;;;;;
83048;MONTELLA;8.750;Palestra scuola elementare;Via Don Minzoni;COMUNE;Si;190;Si;24;12;6,5;;;Si;;;;;;;Si;;;No
;;;Campo calcio;Via CAPONE;COMUNE;;30;No;106;66;;;;Si;;Si;1.600;Si;Si;Si;Si;Si;;
;;;2 campi bocce;Via Capone;COMUNE;;60;Si;27,5;3,5;5;;;Si;;;100;;Si;Si;Si;Si;;Si
;;;Palestra;Via Capone;COMUNE;Si;190;Si;44;24;12;;;Si;;Si;450;Si;Si;Si;Si;Si;;
;;;Campo calcetto;Via Capone;COMUNE;;40;No;44;24;15;;;Si;;Si;15;Si;Si;Si;Si;Si;;No
;;;Bocciodromo coperto;Via Capone;COMUNE;;60;Si;32;12;5,5;;;Si;;Si;100;Si;Si;Si;Si;Si;;No
83040;MONTEMARANO;3.700;Palestra scuola media;Via San Francesco;COMUNE;Si;190;Si;25;18;0,28;;;Si;;Si;;;;Si;Si;;;No
;;;Palestra scuola elementare;Via Cantone;COMUNE;Si;190;Si;30;20;7;;;Si;;Si;;;;Si;Si;Si;;No
;;;Campo calcio;Loc. SS Giovanni e Paolo;COMUNE;;30;No;100;50;;;;Si;;Si;100;;;Si;;Si;;Si
83038;MONTEMILETTO;4.810;Campo calcio;Via Pastene;COMUNE;;30;No;100;60;;;;Si;;Si;1.500;Si;Si;Si;Si;Si;;Si
;;;Campèo calcetto;Frazne Montaperto;COMUNE;;40;No;40;20;;;;;;;70;;;;;Si;;No
83049;MONTEVERDE;1.200;Campo tennis;Via Manzoni;COMUNE;;320;No;35;20;;;;Si;;;50;;;;Si;;;No
;;;Calcio a 5;Viale Michelangelo;COMUNE;;40;No;40;20;;;;;;;;;;;Si;Si;;No
;;;Campo calcio;Viale Michelangelo;COMUNE;;30;No;110;55;;;;Si;;Si;5.000;;;;;Si;;No
;;;Polivalente;Via F. Bocchetti;COMUNE;;30;No;40;17;;;;;;;50;;;;;;;No
83025;MONTORO INF.;8.360;Campo calcio;Via S.P. Piano Piazza;COMUNE;;30;No;30;100;60;;;Si;;Si;;;;;;Si;;No
;;;Campo calcio;Via Salza Fraz. San Felice;COMUNE;;30;No;100;60;;;;Si;;Si;;Si;Si;;;Si;;No
;;;Pista atletica leggera;Via S.P. Piano Piazza;COMUNE;;12;No;;;;;;Si;;Si;;;;;;Si;;No
83026;MONTORO SUP.;6.200;Campo calcio;Loc. Borgo;COMUNE;;30;No;100;60;;;;Si;;Si;500;Si;;;Si;;;Si
;;;Campo calcio;Fraz.ne Banzano;COMUNE;;30;No;100;50;;;;Si;;Si;;;;;Si;;;Si
83040;MORRA DE SANCTIS;2.350;Campo calcio;Via Piani;COMUNE;;30;No;90;45;;;;Si;Si;Si;1.000;Si;;Si;Si;;;Si
;;;Campo tennis;Via Piani;COMUNE;;320;No;40;20;;;;Si;;;;;;;Si;Si;;No
83020;MOSCHIANO;1.950;Polivalente;Via Galilei;COMUNE;Si;180;No;38;15;;;;Si;;Si;;Si;;Si;Si;;;Si
;;;Campo calcio;Via Maria SS. Carità;COMUNE;;30;No;90;45;;;;;;;;;;;;;;No
83027;MUGNANO DEL C.;4.900;Campèo calcio;Via Montevergine;COMUNE;;30;No;100;60;;;;Si;;Si;500;Si;Si;Si;Si;;;Si
;;;Polivalente;Via Nazionale delle Puglie;COMUNE;Si;180;No;40;20;;;;Si;;Si;;Si;Si;;Si;;;No
83051;NUSCO;5.300;Polivalente; Frazione  Ponteromito;COMUNE;Si;180;No;40;20;;;;Si;;Si;150;;;Si;Si;Si;;No
;;;Tennis; Frazione  Ponteromito;COMUNE;Si;320;No;36;18;;;;Si;;Si;150;;;Si;Si;Si;;No
;;;Campi bocce; Frazione  Ponteromito;COMUNE;Si;60;No;1,16;3,5;;;;Si;;Si;150;;;Si;Si;Si;;No
;;;Palestra scuola media;Via Claudio Ogier;COMUNE;Si;190;Si;40;20;7,2;;;Si;;Si;80;;;Si;Si;Si;;No
;;;Campo tennis;Via Claudio Ogier;COMUNE;;320;No;36;18;;;;;;;50;;;;;Si;;No
;;;Palestra scuola elementare;Via Claudio Oger;COMUNE;Si;190;Si;20;12;6;;;Si;;;;;;Si;Si;Si;;No
;;;Polivalente;Via Largo S. Donato;COMUNE;;40;No;30;20;;;;;;;100;;;;;Si;;No
;;;Campo calcio;Via Piano;COMUNE;Si;30;No;100;60;;;;Si;;Si;2.000;;;Si;;Si;;Si
;;;Pista atletica;Via Piano;COMUNE;Si;12;No;400;750;;;;Si;;Si;2.000;;;Si;;Si;;Si
83014;OSPEDALETTO D'ALP.;1.650;Polivalente;Via Montevergine;COMUNE;Si;180;No;35;18;;;;Si;;Si;150;Si;Si;Si;Si;Si;;No
;;;Campo calcio;Contrada Chiusa di Sopra;COMUNE;;30;No;110;50;;;;Si;;Si;300;Si;;Si;Si;Si;;No
;;;Polivalente;P.zza Demanio;COMUNE;;180;;;;;;;;;;;;;;;;;
83020;PAGO VALLO DI LAURO;1.750;Palestra scuola media;Via Piave;COMUNE;Si;190;Si;13;10;5;;;;;;;Si;;Si;Si;;;No
83050;PAROLISE;620;Polivalente;Via Toccaniello;COMUNE;;180;Si;40;20;;;;Si;;Si;100;;;;Si;;;No
83052;PATERNOPOLI;3.150;Calcio a 5;Via F. Troisi;COMUNE;;40;No;36;18;;;;Si;;Si;500;Si;;Si;Si;Si;;Si
;;;Campo calcio;Via Jardino;COMUNE;;30;No;100;60;;;;Si;;Si;3.500;Si;Si;Si;Si;Si;;Si
83010;PETRURO IRPINO;550;Polivalente;Via Don Carlo Capozzi;COMUNE;Si;180;No;42;18;;;;;;;300;;;Si;Si;Si;;No
83030;PIETRADEFUSI;2.750;Campo calcio;P.zza V. Veneto;COMUNE;;30;No;100;50;;;;Si;;Si;300;Si;;;Si;Si;;No
;;;Polivalente;Via S. Giuseppe;COMUNE;;180;No;43;22,1;;;;;;;;;;;;Si;;No
;;;Minicalcetto;Via D. Pascucci;COMUNE;;40;No;40;21;;;;Si;;Si;200;Si;;Si;Si;;;No
83015;PIETRASTORNINA;1.650;Polivalente;Via Starza;COMUNE;Si;180;No;50;20;;;;;;;;;;Si;Si;;;Si
;;;Palestra polivante;Via A. De Gasperi;COMUNE;Si;190;Si;36;15;6,5;;;;;;;;;;;;;
;;;Campo calcio;Via Nazionale;COMUNE;;30;No;100;50;;;;Si;;Si;;Si;Si;Si;;Si;;Si
;;;Polivalente;Via Starza;COMUNE;Si;180;No;50;20;;;;;;;;;;;Si;;;Si
;;;Polivalente;Via A. De Gasperi;COMUNE;Si;180;No;30;16;;;;Si;;Si;;;Si;Si;Si;Si;;Si
83030;PRATA P. U.;3.050;Campo calcio;Via Bosco Giardino;COMUNE;;30;No;102;62;;;;Si;;Si;;;;;Si;Si;;Si
;;;Palestra scuola elementare;Via G. Mazzini;COMUNE;Si;190;Si;30;20;6;;;Si;;;;Si;;Si;Si;Si;;Si
;;;Campo tennis    ;Via Giuseppe Mazzini;COMUNE;;320;No;36;18;;;;Si;;Si;;;;Si;Si;Si;;Si
83039;PRATOLA SERRA;4.050;Palestra polivalente;Loc. Pioppi;COMUNE;Si;190;Si;36;18;7;;;Si;;Si;;;;;Si;;;No
;;;Calcio a 5;Via Saudelle;COMUNE;;40;No;40;20;;;;Si;;;;;;;Si;Si;;Si
;;;Campo calcio;Via Serritiello;COMUNE;;30;No;100;60;;;;Si;;Si;;;;;;Si;;No
;;;Piscina;Via Saudelle;COMUNE;;200;Si;25;12;5;2,5;1,8;Si;;;;;;;Si;Si;;No
83020;QUADRELLE;1.350;Campo calcio;Via Fusaro;COMUNE;;30;No;100;30;;;;Si;;Si;;;;Si;;;;Si
;;;Palestra;Via Calderai;COMUNE;Si;190;Si;15;10;;;;Si;;Si;;;;;Si;Si;;No
;;;Polivalente;Via Fusaro;COMUNE;Si;180;No;23;13;;;;Si;;Si;;;;Si;;;;No
;;;Polivalente;Via Fusaro;COMUNE;Si;180;Si;23,7;11;;;;Si;;Si;;;;Si;;;;No
83020;QUINDICI;3.150;Campo calcio;;COMUNE;;30;No;100;60;;;;Si;;Si;;;;;;;;Si
83016;ROCCABASCERANA;2.300;Campo calcio;Località Rocca ;COMUNE;;30;No;100;50;;;;Si;;Si;;;;Si;Si;;;No
;;;Campo calcio;Località Cassano;COMUNE;;30;;;;;;;;;;;;;;;;;
83050;ROCCA SAN  FELICE;1.200;Campo tennis;Via Mons. Nicola De Prizia;COMUNE;;320;No;34,77;6,97;;;;Si;;;60;;;;Si;Si;;No
;;;Palestra;Via D. Raffaele Antonellis G323;COMUNE;Si;190;Si;20;15;7;;;Si;;Si;;;;Si;Si;Si;;No
;;;Campo calcetto;Via Piani;COMUNE;;40;No;30;20;;;;Si;;Si;60;;;Si;;Si;;No
83017;ROTONDI;3.150;Polivalente;Via G. Scirea;COMUNE;Si;190;No;90;40;;;;Si;;;;Si;;Si;Si;;;No
;;;Campo calcio  L. Gallo;Via Curielli;COMUNE;;30;No;100;56;;;;Si;;Si;200;Si;;;Si;Si;;No
;;;Campo pallacanestro;Via Nenni c/o Ed. Scolastico;COMUNE;;150;;;;;;;;;;;;;;;;;
;;;Campo pallavolo;Via Nenni c/o Ed. Scolastico;COMUNE;;170;;;;;;;;;;;;;;;;;
;;;Palestra scolastica;Via Nenni c/o Ed. Scolastico;COMUNE;;190;;;;;;;;;;;;;;;;;
83050;SALZA IRPINA;1.010;Palestra comunale;Via Manfra;COMUNE;Si;190;Si;36;18;;;;Si;;Si;300;;;;Si;Si;;No
;;;Polivalente;Via Manfra;COMUNE;Si;180;No;30;20;;;;;;;;;;;Si;Si;;No
;;;Campo calcio;Via Follettine;COMUNE;;30;No;105;65;;;;Si;;Si;;;;;;;;No
83050;SAN MANGO SUL CALORE;1.600;Calcio a 5;Via Provinciale;COMUNE;;40;No;44;22;;;;Si;;Si;300;Si;Si;Si;Si;Si;;Si
;;;Campo calcetto;Via Poppano;COMUNE;;40;No;36;18;;;;;;;;;;Si;Si;Si;;No
83018;SAN MARTINO V.C.;4.800;Campo calcio;Via Lanzilli;COMUNE;;30;No;105;60;;;;Si;;Si;2.000;;;;;;;Si
;;;Campetti polivalenti;Via Borranico;COMUNE;Si;180;No;40;20;;;;Si;;Si;300;;;;Si;;;Si
83020;SAN MICHELE DI SERINO;1.750;Campo calcio;Loc. Villaggio del Sole;COMUNE;;30;No;105;65;;;;Si;;Si;600;Si;Si;Si;Si;Si;;Si
;;;Palestra comunale;Via Cremona;COMUNE;Si;190;Si;28;14;6;;;Si;;Si;100;;;;;Si;;No
;;;Campetti polivalenti;Via Cremona;COMUNE;Si;180;No;40;22;;;;Si;;Si;;;;;Si;S;;Si
83050;SAN NICOLA BARONIA;995;Campo calcio;c/da Fontanelle;COMUNE;;30;No;100;60;;;;Si;;Si;1.000;;;;;;;Si
;;;Tennis;c/da Fontanelle;COMUNE;;320;No;40;20;6,8;;;;;;140;;;;;;;No
83050;SAN POTITO ULTRA;1.500;Campo calcio;Via Toccaniello;COMUNE;Si;30;No;105;60;;;;Si;;Si;200;;;;;Si;;No
;;;Polivalente;Via della Corte;COMUNE;;180;;;;;;;;;;;;;;;;;
83050;SAN SOSSIO BARONIA;2.330;Campo calcetto;Sella Coppola;COMUNE;;40;No;36;18;;;;Si;;Si;;;;Si;Si;Si;;No
83020;SANTA LUCIA DI SERINO;1.500;Palestra scuola elementare;P.zza S. Giuseppe Moscati;COMUNE;Si;190;Si;20;10;5;;;Si;;;;Si;;Si;Si;S;;No
83053;S. ANDREA DI CONZA;2.260;Campo tennis;Via Monacacchio;COMUNE;;320;No;35;18,6;;;;;;;;;;;Si;;;No
83053;S. ANDREA DI CONZA;2.260;Campo calcio;Via Monacacchio;COMUNE;;30;No;100;50;;;;Si;;Si;;;;;;;;
83050;SANT'ANGELO ALL'ESCA;1.100;Campo calcio;C.da Valli;COMUNE;;30;No;100;50;;;;Si;;Si;150;;;;Si;Si;;No
;;;Polivalente;Via R. Maffei;COMUNE;Si;180;No;40;20;;;;Si;;Si;300;Si;Si;;Si;;;No
83010;S. ANGELO A SCALA;750;Campo calcio;Loc. Madamaquila;COMUNE;;30;No;90;45;;;;Si;;Si;200;Si;Si;;;Si;;No
83054;S. ANGELO DEI LOMB.;5.600;Camèpo calcio;Loc. Cimitero;COMUNE;;30;No;100;60;;;;Si;Si;Si;500;Si;Si;Si;Si;Si;;
;;;Campo tennis;Via S. Ianni;COMUNE;;320;No;36;18;;;;Si;;;;;;Si;Si;Si;;No
;;;Palestra;Via S. Ianni;COMUNE;Si;190;Si;28;15;7;;;Si;;;;;;;Si;Si;;No
;;;Palestra;Via S. Ianni;COMUNE;Si;190;Si;20;12;5;;;Si;;;;;;Si;Si;Si;;No
83030;SANTA PAOLINA;1.760;Campo calcio;Via Acquara;COMUNE;Si;30;No;90;45;;;;Si;;Si;300;;Si;;;Si;;No
;;;Calcio a 5;Via Acquara;COMUNE;Si;40;No;40;20;;;;Si;;Si;100;;Si;;;Si;;No
83050;S. STEFANO DEL SOLE;1.600;Campo calcio;Via dell'Angelo;COMUNE;;30;No;100;60;;;;Si;;Si;500;Si;;Si;Si;Si;;No
;;;Polivalente;Via Giardino;COMUNE;Si;180;No;36;18;;;;Si;;Si;100;;Si;Si;Si;Si;;Si
83030;SAVIGNANO IRP.;1.650;Piscina comuncale;Via Giochi Olimpici;COMUNE;;200;No;25;12,5;;2,5;1,5;Si;Si;Si;100;Si;Si;Si;Si;Si;;No
;;;Campo calcio;Via Giochi Olimpici;COMUNE;;30;No;100;55;;;;Si;;Si;500;Si;Si;;;Si;;Si
;;;Campo tennis;Via Giochi Olimpici;COMUNE;;320;No;35;17;;;;Si;;Si;50;Si;Si;Si;;Si;;Si
;;;Campo calcio;Via Nazionale;COMUNE;;320;No;36;18;;;;Si;;Si;;;;;;Si;;No
;;;Calcio a 5;Via Giochi Olimpici;COMUNE;;40;No;40;20;;;;Si;;Si;40;Si;Si;Si;;Si;;Si
83050;SCAMPITELLA;2.100;Campo calcio;Via Piave;COMUNE;;30;No;100;50;;;;Si;;Si;;;;;;;;No
;;;Polivalente;Via Piave;COMUNE;Si;180;Si;40;20;;;;Si;;Si;;;;;Si;Si;;No
83050;SENERCHIA;1.100;Campo calcio;Via Castagni;COMUNE;;30;No;90;45;;;;Si;;Si;;Si;;;Si;S;;No
83028;SERINO;7.150;Campo calcio;Via R. De Feo;COMUNE;;30;No;100;50;;;;Si;;Si;400;Si;Si;Si;Si;Si;;No
83020;SIRIGNANO;1.350;Palestra;Via D. Acierno;COMUNE;Si;190;Si;25;12;7;;;Si;;;;Si;Si;Si;Si;Si;;No
;;;Polivalente;Via Cognulo;COMUNE;Si;180;No;30;15;;;;Si;;Si;50;Si;;;Si;Si;;No
;;;Piscina;Via D'Apolito;COMUNE;;200;Si;25;12;5;2,5;1,5;Si;;Si;100;Si;;Si;Si;Si;;Si
;;;Campo calcio;Via Cimitero;COMUNE;;30;No;100;60;;;;Si;;Si;200;;;Si;Si;Si;;Si
83029;SOLOFRA;10.900;Campo calcio;Via SiII Apostoli ;COMUNE;;30;No;100;50;;;;Si;;Si;;Si;;;;Si;;Si
;;;Campo calcio;Contrada S. Andrea;COMUNE;;30;No;90;45;;;;Si;;Si;;Si;;;;Si;;Si
;;;Campo calcio;Zona ASI;COMUNE;;30;No;100;60;;;;Si;Si;Si;2.000;Si;Si;Si;Si;Si;;Si
;;;Palestra;Via Casa Papa;COMUNE;Si;190;Si;30;20;8;;;Si;;Si;;Si;Si;Si;Si;Si;;Si
83050;SORBO SERPICO;620;Campo calcio;Via Campodonico;COMUNE;;30;No;90;45;;;;Si;;Si;;Si;Si;;;;;No
;;;Palestra;Via Orto di Campo;COMUNE;Si;190;Si;27;18;7;;;Si;;Si;;Si;;;Si;Si;;No
83020;SPERONE;2.150;Polivalente;Via Funari;COMUNE;Si;180;No;36;18;;;;;;;90;;;;;;;No
;;;Campo calcio;Via Circumvallazione;COMUNE;;30;No;100;60;;;;Si;;Si;1.000;;;;;Si;;No
;;;Palestra comunale;Via S. Elia;COMUNE;Si;190;Si;24;17,5;7,3;;;Si;;Si;160;;Si;;Si;Si;;No
83055;STURNO;3.680;Campo calcio;Via Michelangelo;COMUNE;;30;No;100;60;;;;Si;;Si;1.500;Si;Si;Si;;Si;;Si
;;;Campo calcio;Via Sterparo;COMUNE;;30;No;100;50;;;;Si;;Si;;Si;;;Si;Si;;Si
;;;Pallacanestro;Via Sterparo;COMUNE;;150;No;36;18;;;;;;;;;;;;Si;;No
;;;Tennis pallavolo;Via Sterparo;COMUNE;Si;180;No;36;18;;;;;;;;;;;;Si;;No
;;;Piscina;Via Michelangelo;COMUNE;;200;Si;25;12,5;6;2,5;1,3;Si;;Si;;Si;;Si;Si;Si;;No
;;;Piscina;Via Michelangelo;COMUNE;;200;No;25;15;;0,12;1,3;Si;;Si;;Si;;Si;Si;Si;;No
83010;SUMMONTE;1.350;Calcetto;Loc. Starze;COMUNE;;40;No;46;25;;;;Si;Si;Si;200;Si;Si;Si;Si;Si;;No
;;;Calcetto;Loc. Starze;COMUNE;;40;No;40;20;;;;Si;Si;Si;;Si;Si;Si;Si;Si;;No
;;;Calcetto;Loc. Starze;COMUNE;;40;No;36;18;;;;Si;Si;Si;;Si;Si;Si;Si;Si;;No
83020;TAURANO;1.700;Campo calcio;Via L. Cluenzio;COMUNE;;30;No;90;45;;;;Si;;Si;;;;;Si;Si;;Si
;;;Polivalente;Via Mons. Borrasi;COMUNE;Si;180;No;36;18;;;;Si;;Si;;Si;;;;;;No
83030;TAURASI;3.100;Campo calcio;C/da Caselle;COMUNE;;30;No;100;50;;;;Si;;Si;400;Si;Si;Si;;Si;;Si
;;;Palazzetto dello Sporto;Via F. De Sanctis;COMUNE;Si;190;Si;38;18;7,5;;;;;;200;;;;Si;Si;;Si
;;;Palestra;Via A. De Gasperi;COMUNE;;190;Si;34;13;8;;;Si;;;;;;;;;;No
;;;Campoi calcetto;Via F. De Sanctis;COMUNE;;40;No;40;20;;;;;;;200;;;;Si;Si;;No
83056;TEORA;2.600;Palestra scolastica;Via Masini;COMUNE;Si;180;Si;39;13,6;;;;Si;;;;;;;;Si;;No
;;;Campo tennis;C/da Giardino;COMUNE;;320;Si;36;20;;;;;;;100;;;;Si;Si;;No
83057;TORELLA DEI LOMBARDI;3.050;Campo calcio;Via Cupa dell'Astrologo;COMUNE;;30;No;105;65;;;;Si;;Si;1.030;Si;Si;;;Si;;Si
;;;Palazzetto dello Sport;Via Cupa Dell'Astrologo;COMUNE;Si;180;Si;38;18;;;;Si;;Si;500;Si;Si;;Si;Si;;Si
;;;Campo tennis;Via Cupa dell'Astrologo;COMUNE;;320;No;36;18;;;;;;Si;350;Si;Si;;Si;Si;;Si
83030;TORRE LE NOCELLE;3.000;Campo calcio;Via Grifi;COMUNE;;30;No;100;50;;;;;;;500;;;Si;;;;No
;;;Campo tennis;Via Beniamino Rotondi;COMUNE;;320;No;36;18;;;;Si;;Si;;Si;;;Si;Si;;No
83010;TORRIONI;710;Polivalente;C.da Guardie;COMUNE;;30;No;100;50;;;;;;;500;;;;;;;No
;;;Polivalente;Via Valli;COMUNE;;180;;;;;;;;;;;;;;;;;
83058;TREVICO;1.820;Campo calcio;Via P. Scola;COMUNE;;30;Si;90;45;;;;Si;;Si;500;;;;;Si;;No
